incorrect_word,correct_word,note,type
serve,เซิร์ฟ,คำทับศัพท์ทางการวุฒิสภา,transliteration
serve population,เซิร์ฟพอพิวเลชัน,คำทับศัพท์ทางการวุฒิสภา,transliteration
serves,เซิร์ฟ,คำทับศัพท์ทางการวุฒิสภา,transliteration
service,เซอร์วิซ,คำทับศัพท์ทางการวุฒิสภา,transliteration
service mind,เซอร์วิซไมนด์,คำทับศัพท์ทางการวุฒิสภา,transliteration
set,เซต,คำทับศัพท์ทางการวุฒิสภา,transliteration
set back,เซ็ตแบ็ก,คำทับศัพท์ทางการวุฒิสภา,transliteration
settlement,เซตเทิลเมนต์,คำทับศัพท์ทางการวุฒิสภา,transliteration
set zero,เซ็ตซีโร,คำทับศัพท์ทางการวุฒิสภา,transliteration
Seven-Eleven,เซเว่นอีเลฟเว่น,คำทับศัพท์ทางการวุฒิสภา,transliteration
Sewol,เซว็อล,คำทับศัพท์ทางการวุฒิสภา,transliteration
sex,เซ็กซ์,คำทับศัพท์ทางการวุฒิสภา,transliteration
sex toy,เซ็กซ์ทอย,คำทับศัพท์ทางการวุฒิสภา,transliteration
sexual,เซ็กชวล,คำทับศัพท์ทางการวุฒิสภา,transliteration
Shared Responsibility,แชร์เรสปอนซิบิลิตี,คำทับศัพท์ทางการวุฒิสภา,transliteration
Shifting,ชิฟติง,คำทับศัพท์ทางการวุฒิสภา,transliteration
shine muscat,ไชน์มัสแกต,คำทับศัพท์ทางการวุฒิสภา,transliteration
shipper,ชิปเปอร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
shock,ช็อก,คำทับศัพท์ทางการวุฒิสภา (พจนานุกรม),transliteration
shop,ช็อป,คำทับศัพท์ทางการวุฒิสภา,transliteration
short-term stimulus,ชอร์ตเทิร์มสติมิวลัส,คำทับศัพท์ทางการวุฒิสภา,transliteration
show,โชว์,คำทับศัพท์ทางการวุฒิสภา (พจนานุกรม),transliteration
showcase,โชว์เคส,คำทับศัพท์ทางการวุฒิสภา,transliteration
SIA,เอสไอเอ,คำทับศัพท์ทางการวุฒิสภา,transliteration
Sihanoukville,สีหนุวิลล์,คำทับศัพท์ทางการวุฒิสภา,transliteration
silence,ไซเลนซ์,คำทับศัพท์ทางการวุฒิสภา,transliteration
silicon valley,ซิลิคอนแวลลีย์,คำทับศัพท์ทางการวุฒิสภา,transliteration
Silk Road,ซิลก์โรด,คำทับศัพท์ทางการวุฒิสภา,transliteration
SIM box,ซิมบ็อกซ์,คำทับศัพท์ทางการวุฒิสภา,transliteration
sim card,ซิมการ์ด,คำทับศัพท์ทางการวุฒิสภา,transliteration
simple majority,ซิมเปิลมาจอริตี,คำทับศัพท์ทางการวุฒิสภา,transliteration
simple vote,ซิมเปิลโหวต,คำทับศัพท์ทางการวุฒิสภา,transliteration
simulate,ซิมิวเลต,คำทับศัพท์ทางการวุฒิสภา,transliteration
single sport,ซิงเกิลสปอร์ต,คำทับศัพท์ทางการวุฒิสภา,transliteration
sin tax,ซินแท็กซ์,คำทับศัพท์ทางการวุฒิสภา,transliteration
siren,ไซเรน,คำทับศัพท์ทางการวุฒิสภา (พจนานุกรม),transliteration
size,ไซซ์,คำทับศัพท์ทางการวุฒิสภา,transliteration
skill,สกิล,คำทับศัพท์ทางการวุฒิสภา,transliteration
skill labour,สกิลเลเบอร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
SLAPP,สแลปป์,คำทับศัพท์ทางการวุฒิสภา,transliteration
slide,สไลด์,คำทับศัพท์ทางการวุฒิสภา,transliteration
slot,สล็อต,คำทับศัพท์ทางการวุฒิสภา,transliteration
small,สมอล,คำทับศัพท์ทางการวุฒิสภา,transliteration
small cell,สมอลเซลล์,คำทับศัพท์ทางการวุฒิสภา,transliteration
smart,สมาร์ต,คำทับศัพท์ทางการวุฒิสภา,transliteration
Smart City,สมาร์ตซิตี,คำทับศัพท์ทางการวุฒิสภา,transliteration
smart farmer,สมาร์ตฟาร์มเมอร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
smart greenhouse,สมาร์ตกรีนเฮาส์,คำทับศัพท์ทางการวุฒิสภา,transliteration
smartphone,สมาร์ตโฟน,คำทับศัพท์ทางการวุฒิสภา,transliteration
SME bank,เอสเอ็มอีแบงก์,คำทับศัพท์ทางการวุฒิสภา,transliteration
SME D Jump,เอสเอ็มอีดีจัมป์,คำทับศัพท์ทางการวุฒิสภา,transliteration
SMEs,เอสเอ็มอี,คำทับศัพท์ทางการวุฒิสภา,transliteration
smooth,สมูท,คำทับศัพท์ทางการวุฒิสภา,transliteration
SMS,เอสเอ็มเอส,คำทับศัพท์ทางการวุฒิสภา,transliteration
snatch,สแนตช์,คำทับศัพท์ทางการวุฒิสภา,transliteration
social,โซเชียล,คำทับศัพท์ทางการวุฒิสภา,transliteration
social listening,โซเชียลลิสเซินนิง,คำทับศัพท์ทางการวุฒิสภา,transliteration
social media,โซเชียลมีเดีย,คำทับศัพท์ทางการวุฒิสภา,transliteration
soft power,ซอฟต์พาวเวอร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
software,ซอฟต์แวร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
solar cell,โซลาร์เซลล์,คำทับศัพท์ทางการวุฒิสภา,transliteration
Solar Roof,โซลาร์รูฟ,คำทับศัพท์ทางการวุฒิสภา,transliteration
solar rooftop,โซลาร์รูฟท็อป,คำทับศัพท์ทางการวุฒิสภา,transliteration
solution,โซลูชัน,คำทับศัพท์ทางการวุฒิสภา,transliteration
solution journalism,โซลูชันเจอร์นัลลิซึม,คำทับศัพท์ทางการวุฒิสภา,transliteration
Sonora,โซโนรา,คำทับศัพท์ทางการวุฒิสภา,transliteration
source code,ซอร์ซโคด,คำทับศัพท์ทางการวุฒิสภา,transliteration
Southeast Asia,เซาต์อีสต์เอเชีย,คำทับศัพท์ทางการวุฒิสภา,transliteration
Southeast Asia,เซาท์อีสต์เอเชีย,คำทับศัพท์ทางการวุฒิสภา,transliteration
speaker,สปีกเกอร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
spec,สเปก,คำทับศัพท์ทางการวุฒิสภา,transliteration
special,สเปเชียล/สเปเซียล,คำทับศัพท์ทางการวุฒิสภา,transliteration
special economic zone,สเปเชียลอีคอนอมิกโซน,คำทับศัพท์ทางการวุฒิสภา,transliteration
spectrum analyzer,สเปกตรัมแอนาไลเซอร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
speech,สปีช,คำทับศัพท์ทางการวุฒิสภา,transliteration
speed,สปีด,คำทับศัพท์ทางการวุฒิสภา,transliteration
sperm,สเปิร์ม,คำทับศัพท์ทางการวุฒิสภา,transliteration
Spider Man,สไปเดอร์แมน,คำทับศัพท์ทางการวุฒิสภา,transliteration
spirit,สปิริต,คำทับศัพท์ทางการวุฒิสภา,transliteration
Spirit of Asia,สปิริตออฟเอเชีย,คำทับศัพท์ทางการวุฒิสภา,transliteration
sponsor,สปอนเซอร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
sport,สปอร์ต,คำทับศัพท์ทางการวุฒิสภา,transliteration
Sports,สปอตส์,คำทับศัพท์ทางการวุฒิสภา,transliteration
spot,สปอต/สป็อต,คำทับศัพท์ทางการวุฒิสภา,transliteration
spotlight,สป็อตไลต์,คำทับศัพท์ทางการวุฒิสภา,transliteration
stable,สเตเบิล,คำทับศัพท์ทางการวุฒิสภา,transliteration
stage,สเตจ,คำทับศัพท์ทางการวุฒิสภา,transliteration
stakeholder,สเตกโฮลเดอร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
standard,สแตนดาร์ด,คำทับศัพท์ทางการวุฒิสภา,transliteration
standard operating procedure,สแตนดาร์ดโอเปอเรติงโพรซีเจอร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
Stanford,สแตนฟอร์ด,คำทับศัพท์ทางการวุฒิสภา,transliteration
startup,สตาร์ตอัป,คำทับศัพท์ทางการวุฒิสภา,transliteration
state intervention,สเตตอินเทอร์เวนชัน,คำทับศัพท์ทางการวุฒิสภา,transliteration
statement,สเตตเมนต์,คำทับศัพท์ทางการวุฒิสภา,transliteration
step,สเต็ป,คำทับศัพท์ทางการวุฒิสภา,transliteration
sticker,สติกเกอร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
stock,สต๊อก,คำทับศัพท์ทางการวุฒิสภา,transliteration
Stockholm,สตอกโฮล์ม,คำทับศัพท์ทางการวุฒิสภา,transliteration
story,สตอรี,คำทับศัพท์ทางการวุฒิสภา,transliteration
strategy,สแตรทีจี,คำทับศัพท์ทางการวุฒิสภา,transliteration
streamer game,สตรีมเมอร์เกม,คำทับศัพท์ทางการวุฒิสภา,transliteration
streaming,สตรีมมิง,คำทับศัพท์ทางการวุฒิสภา,transliteration
Streaming platform,สตรีมมิงแพลตฟอร์ม,คำทับศัพท์ทางการวุฒิสภา,transliteration
strike,สไตรก์,คำทับศัพท์ทางการวุฒิสภา,transliteration
STRONG,สตรอง,คำทับศัพท์ทางการวุฒิสภา,transliteration
structure,สตรักเชอร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
student,สติวเดนต์,คำทับศัพท์ทางการวุฒิสภา,transliteration
subscribe,ซับสไกรบ์,คำทับศัพท์ทางการวุฒิสภา,transliteration
subset,ซับเซต,คำทับศัพท์ทางการวุฒิสภา,transliteration
subsidize,ซับซิไดซ์,คำทับศัพท์ทางการวุฒิสภา,transliteration
sunset industry,ซันเซตอินดัสตรี,คำทับศัพท์ทางการวุฒิสภา,transliteration
super,ซูเปอร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
Super App,ซูเปอร์แอป,คำทับศัพท์ทางการวุฒิสภา,transliteration
super board,ซูเปอร์บอร์ด,คำทับศัพท์ทางการวุฒิสภา,transliteration
super car,ซูเปอร์คาร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
superhero,ซูเปอร์ฮีโร,คำทับศัพท์ทางการวุฒิสภา,transliteration
supermarket,ซูเปอร์มาร์เก็ต,คำทับศัพท์ทางการวุฒิสภา,transliteration
supply,ซัปพลาย,คำทับศัพท์ทางการวุฒิสภา,transliteration
supply chain,ซัปพลายเชน,คำทับศัพท์ทางการวุฒิสภา,transliteration
support,ซัปพอร์ต,คำทับศัพท์ทางการวุฒิสภา,transliteration
surf,เซิร์ฟ,คำทับศัพท์ทางการวุฒิสภา,transliteration
surveyor,เซอร์เวเยอร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
Surveyors,เซอร์เวเยอส์,คำทับศัพท์ทางการวุฒิสภา,transliteration
Suspicious Transaction Report,ซีสปิเชียสทรานแซ็กชันรีพอร์ต,คำทับศัพท์ทางการวุฒิสภา,transliteration
sustainability,ซัสเตนอะบิลิตี,คำทับศัพท์ทางการวุฒิสภา,transliteration
sustainable,ซัสเตนเอเบิล,คำทับศัพท์ทางการวุฒิสภา,transliteration
sustainable agriculture,ซัสเตนเนเบิลอะกรีคัลเจอร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
synchronize,ซิงโครไนซ์,คำทับศัพท์ทางการวุฒิสภา,transliteration
synergy,ซีเนอร์จี,คำทับศัพท์ทางการวุฒิสภา,transliteration
synergy effect,ซีเนอร์จีเอฟเฟกต์,คำทับศัพท์ทางการวุฒิสภา,transliteration
system,ซิสเตม,คำทับศัพท์ทางการวุฒิสภา,transliteration
tablet,แท็บเล็ต,คำทับศัพท์ทางการวุฒิสภา,transliteration
TAC,ทีเอซี,คำทับศัพท์ทางการวุฒิสภา,transliteration
Taizhang,ไท่ฉาง,คำทับศัพท์ทางการวุฒิสภา,transliteration
take action,เทกแอ็กชัน,คำทับศัพท์ทางการวุฒิสภา,transliteration
talk of the week,ทอล์กออฟเดอะวีก,คำทับศัพท์ทางการวุฒิสภา,transliteration
Talk Only,ทอล์กโอนลี,คำทับศัพท์ทางการวุฒิสภา,transliteration
tank,แท็งก์,คำทับศัพท์ทางการวุฒิสภา,transliteration
tank,แท็งก์,คำทับศัพท์ทางการวุฒิสภา,transliteration
target,ทาร์เกต,คำทับศัพท์ทางการวุฒิสภา,transliteration
target group,ทาร์เกตกรุป,คำทับศัพท์ทางการวุฒิสภา,transliteration
tator,เทเตอร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
TDRI,ทีดีอาร์ไอ,คำทับศัพท์ทางการวุฒิสภา,transliteration
teacher,ทีชเชอร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
Teach Less,ทีชเลส,คำทับศัพท์ทางการวุฒิสภา,transliteration
Teamwork,ทีมเวิร์ก,คำทับศัพท์ทางการวุฒิสภา,transliteration
technology,เทคโนโลยี,คำทับศัพท์ทางการวุฒิสภา (พจนานุกรม),transliteration
telehealth,เทเลเฮลท์,คำทับศัพท์ทางการวุฒิสภา,transliteration
TeleMed,เทเลเมด,คำทับศัพท์ทางการวุฒิสภา,transliteration
telemedicine,เทเลเมดิซิน,คำทับศัพท์ทางการวุฒิสภา,transliteration
tenant,เทแนนต์,คำทับศัพท์ทางการวุฒิสภา,transliteration
Tenji blocks,เท็นจิบล็อกส์,คำทับศัพท์ทางการวุฒิสภา,transliteration
terminate,เทอร์มิเนต,คำทับศัพท์ทางการวุฒิสภา,transliteration
Term of Use,เทิร์มออฟยูส,คำทับศัพท์ทางการวุฒิสภา,transliteration
Tertiary,เทอร์เทียรี,คำทับศัพท์ทางการวุฒิสภา,transliteration
test,เทสต์,คำทับศัพท์ทางการวุฒิสภา,transliteration
text,เท็กซต์,คำทับศัพท์ทางการวุฒิสภา,transliteration
Thai chef,ไทยเชฟ,คำทับศัพท์ทางการวุฒิสภา,transliteration
ThaiD,ไทยดี,คำทับศัพท์ทางการวุฒิสภา,transliteration
Thailand Winter Festival,ไทยแลนด์วินเตอร์เฟสติวัล,คำทับศัพท์ทางการวุฒิสภา,transliteration
Thailand zero drop out,ไทยแลนด์ซีโรดร็อปเอาต์,คำทับศัพท์ทางการวุฒิสภา,transliteration
Thai MOOC,ไทยมุก,คำทับศัพท์ทางการวุฒิสภา,transliteration
Thainess,ไทยเนสส์,คำทับศัพท์ทางการวุฒิสภา,transliteration
Thai-PAN,ไทย-แพน,คำทับศัพท์ทางการวุฒิสภา,transliteration
Thai PBS,ไทยพีบีเอส,คำทับศัพท์ทางการวุฒิสภา,transliteration
Thai School Lunch,ไทยสกูลลันช์,คำทับศัพท์ทางการวุฒิสภา,transliteration
Thai startup,ไทยสตาร์ตอัป,คำทับศัพท์ทางการวุฒิสภา,transliteration
Thai touch,ไทยทัช,คำทับศัพท์ทางการวุฒิสภา,transliteration
Thai trend,ไทยเทรนด์,คำทับศัพท์ทางการวุฒิสภา,transliteration
The Beach,เดอะบีช,คำทับศัพท์ทางการวุฒิสภา,transliteration
the loser,เดอะลูสเซอร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
The Lost Decade,เดอะลอสต์เดเคด,คำทับศัพท์ทางการวุฒิสภา,transliteration
The Nation Maker,เดอะเนชันเมกเกอร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
the right place and the right,เดอะไรต์เพลสแอนด์เดอะไรต์,คำทับศัพท์ทางการวุฒิสภา,transliteration
thesis,ทีซิส,คำทับศัพท์ทางการวุฒิสภา,transliteration
the winner,เดอะวินเนอร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
third party,เทิร์ดปาร์ตี้,คำทับศัพท์ทางการวุฒิสภา (คำตามหลักนิยม),transliteration
third party access framework guideline,เทิร์ดปาร์ตี้แอกเซสเฟรมเวิร์กไกด์ไลน์,คำทับศัพท์ทางการวุฒิสภา (คำตามหลักนิยม),transliteration
third party payment,เทิร์ดปาร์ตี้เพย์เมนต์,คำทับศัพท์ทางการวุฒิสภา (คำตามหลักนิยม),transliteration
three dimension,ทรีไดเมนชัน,คำทับศัพท์ทางการวุฒิสภา,transliteration
TIIS,ทีไอไอเอส,คำทับศัพท์ทางการวุฒิสภา,transliteration
TikTok,ติ๊กต๊อก,คำทับศัพท์ทางการวุฒิสภา,transliteration
timeline,ไทม์ไลน์,คำทับศัพท์ทางการวุฒิสภา,transliteration
Times,ไทมส์,คำทับศัพท์ทางการวุฒิสภา,transliteration
time to market,ไทม์ทูมาร์เก็ต,คำทับศัพท์ทางการวุฒิสภา,transliteration
TMS,ทีเอสเอ็ม,คำทับศัพท์ทางการวุฒิสภา,transliteration
Tobacco,โทแบ็กโค,คำทับศัพท์ทางการวุฒิสภา,transliteration
Tobacco Research Paper Nicotine,โทแบ็กโครีเซิร์ซเพเปอร์นิโคติน,คำทับศัพท์ทางการวุฒิสภา,transliteration
TO BE NUMBER ONE,ทูบีนัมเบอร์วัน,คำทับศัพท์ทางการวุฒิสภา,transliteration
TOD,ทีโอดี,คำทับศัพท์ทางการวุฒิสภา,transliteration
Together,ทูเกเทอร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
Tohoku,โทโอกุ,คำทับศัพท์ทางการวุฒิสภา,transliteration
Token,โทเคน,คำทับศัพท์ทางการวุฒิสภา,transliteration
top of mind,ท็อปออฟไมนด์,คำทับศัพท์ทางการวุฒิสภา,transliteration
TOR,ทีโออาร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
tornado,ทอร์เนโด,คำทับศัพท์ทางการวุฒิสภา,transliteration
total saving,โททัลเซฟวิง,คำทับศัพท์ทางการวุฒิสภา,transliteration
tour,ทัวร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
tourism,ทัวริซึม,คำทับศัพท์ทางการวุฒิสภา,transliteration
Tourist,ทัวริสต์,คำทับศัพท์ทางการวุฒิสภา,transliteration
tournament,ทัวร์นาเมนต์,คำทับศัพท์ทางการวุฒิสภา,transliteration
Tower and Tourism Development Index,ทาวเวอร์แอนด์ทัวริซึมดิเวล็อปเมนต์อินเด็กซ์,คำทับศัพท์ทางการวุฒิสภา,transliteration
townhouse,ทาวน์เฮาส์,คำทับศัพท์ทางการวุฒิสภา,transliteration
toy pot,ทอยพ็อต,คำทับศัพท์ทางการวุฒิสภา,transliteration
TPA Code for LNG Terminal,ทีพีเอโคดฟอร์แอลเอ็นจีเทอร์มินัล,คำทับศัพท์ทางการวุฒิสภา,transliteration
TP Channel,ทีพีแชนเนล,คำทับศัพท์ทางการวุฒิสภา,transliteration
traceability,เทรซอะบิลิตี,คำทับศัพท์ทางการวุฒิสภา,transliteration
trace back,เทรซแบก,คำทับศัพท์ทางการวุฒิสภา,transliteration
traditional media,เทรดิชันนัลมีเดีย,คำทับศัพท์ทางการวุฒิสภา,transliteration
traffic,แทรฟฟิก,คำทับศัพท์ทางการวุฒิสภา,transliteration
Traffy Fondue,ทราฟฟี่ฟองดูว์,คำทับศัพท์ทางการวุฒิสภา,transliteration
trailer,เทรลเลอร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
train,เทรน,คำทับศัพท์ทางการวุฒิสภา,transliteration
trainer,เทรนเนอร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
training,เทรนนิง,คำทับศัพท์ทางการวุฒิสภา,transliteration
transaction,ทรานแซกชัน,คำทับศัพท์ทางการวุฒิสภา,transliteration
transform,ทรานส์ฟอร์ม,คำทับศัพท์ทางการวุฒิสภา,transliteration
transition period,ทรานซิชันพีเรียด,คำทับศัพท์ทางการวุฒิสภา,transliteration
transnational repression,ทรานแนชันนัลรีเพรสชัน,คำทับศัพท์ทางการวุฒิสภา,transliteration
transnational transfer,ทรานแนชันนัลทรานส์เฟอร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
transparency,ทรานสแปเรนซี,คำทับศัพท์ทางการวุฒิสภา,transliteration
Transparency International,ทรานสแปเรนซีอินเตอร์แนชันนัล,คำทับศัพท์ทางการวุฒิสภา,transliteration
Transportation,ทรานสปอร์เทชัน,คำทับศัพท์ทางการวุฒิสภา,transliteration
transportation authority,ทรานสปอร์เทชันออทอริตี,คำทับศัพท์ทางการวุฒิสภา,transliteration
Transport Safety Management,ทรานสปอร์ตเซฟแมเนจเมนต์,คำทับศัพท์ทางการวุฒิสภา,transliteration
transshipment,ทรานส์ชิปเมนต์,คำทับศัพท์ทางการวุฒิสภา,transliteration
treaty of immunity,ทรีตีออฟอิมมิวนิตี,คำทับศัพท์ทางการวุฒิสภา,transliteration
trend,เทรนด์,คำทับศัพท์ทางการวุฒิสภา,transliteration
Trichoderma,ไตรโคเดอร์มา,คำทับศัพท์ทางการวุฒิสภา,transliteration
trip,ทริป,คำทับศัพท์ทางการวุฒิสภา,transliteration
True Global Pollutant,ทรูโกลบัลโพลูทันต์,คำทับศัพท์ทางการวุฒิสภา,transliteration
TSO regulatory framework,ทีเอสโอเรกิวลาทอรีเฟรมเวิร์ก,คำทับศัพท์ทางการวุฒิสภา,transliteration
TTA,ทีทีเอ,คำทับศัพท์ทางการวุฒิสภา,transliteration
T-VER,ที-เวอร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
twitter,ทวิตเตอร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
two ways communication,ทูเวย์คอมมิวนิเคชัน,คำทับศัพท์ทางการวุฒิสภา,transliteration
UAV,ยูเอวี,คำทับศัพท์ทางการวุฒิสภา,transliteration
Udornmeanchey,อุดรมีชัย,คำทับศัพท์ทางการวุฒิสภา,transliteration
ultrasound,อัลตราซาวด์,คำทับศัพท์ทางการวุฒิสภา,transliteration
UN,ยูเอ็น,คำทับศัพท์ทางการวุฒิสภา,transliteration
uncertainty,อันเซอร์เทนตี,คำทับศัพท์ทางการวุฒิสภา,transliteration
underserve,อันเดอร์เซิร์ฟ,คำทับศัพท์ทางการวุฒิสภา,transliteration
undersupply,อันเดอร์ซัปพลาย,คำทับศัพท์ทางการวุฒิสภา,transliteration
UNHCR,ยูเอ็นเอสซีอาร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
Universal,ยูนิเวอร์ซัล,คำทับศัพท์ทางการวุฒิสภา,transliteration
university,ยูนิเวอร์ซิตี,คำทับศัพท์ทางการวุฒิสภา,transliteration
"University of California, Berkeley",ยูนิเวอร์ซิตี ออฟ แคลิฟอร์เนีย เบิร์กลีย์,คำทับศัพท์ทางการวุฒิสภา,transliteration
University of London,ยูนิเวอร์ซิตีออฟลอนดอน,คำทับศัพท์ทางการวุฒิสภา,transliteration
University of Tokyo,ยูนิเวอร์ซิตีออฟโตเกียว,คำทับศัพท์ทางการวุฒิสภา,transliteration
UNSCR,ยูเอ็นเอสซีอาร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
untraceable,อันเทรซอะเบิล,คำทับศัพท์ทางการวุฒิสภา,transliteration
update,อัปเดต,คำทับศัพท์ทางการวุฒิสภา,transliteration
upgrade,อัปเกรด,คำทับศัพท์ทางการวุฒิสภา,transliteration
upskill,อัปสกิล,คำทับศัพท์ทางการวุฒิสภา,transliteration
Urban,เออร์บัน,คำทับศัพท์ทางการวุฒิสภา,transliteration
US,ยูเอส,คำทับศัพท์ทางการวุฒิสภา,transliteration
USAID,ยูเซด,คำทับศัพท์ทางการวุฒิสภา,transliteration
user,ยูสเซอร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
USO,ยูโซ,คำทับศัพท์ทางการวุฒิสภา,transliteration
USO NET,ยูโซเน็ต,คำทับศัพท์ทางการวุฒิสภา,transliteration
utility green tariff,ยูทิลิตีกรีนแทรีฟ,คำทับศัพท์ทางการวุฒิสภา,transliteration
u-turn,ยูเทิร์น,คำทับศัพท์ทางการวุฒิสภา,transliteration
UV-C,ยูวี-ซี,คำทับศัพท์ทางการวุฒิสภา,transliteration
Valley,แวลลีย์,คำทับศัพท์ทางการวุฒิสภา,transliteration
value added,แวลูแอดเด็ด,คำทับศัพท์ทางการวุฒิสภา,transliteration
variety,วาไรตี,คำทับศัพท์ทางการวุฒิสภา,transliteration
VAT,แวต,คำทับศัพท์ทางการวุฒิสภา (ศัพท์บัญญัติ),transliteration
VDO Call,วิดีโอคอล,คำทับศัพท์ทางการวุฒิสภา,transliteration
vendor,เวนเดอร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
venture capital,เวนเชอร์แคพิทัล,คำทับศัพท์ทางการวุฒิสภา,transliteration
version,เวอร์ชัน,คำทับศัพท์ทางการวุฒิสภา,transliteration
victim,วิกทิม,คำทับศัพท์ทางการวุฒิสภา,transliteration
video call,วิดีโอคอล,คำทับศัพท์ทางการวุฒิสภา,transliteration
viewer,วิวเวอร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
violent center,ไวโอเลนซ์เซนเตอร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
viral,ไวรัล,คำทับศัพท์ทางการวุฒิสภา,transliteration
virtual,เวอร์ชวล,คำทับศัพท์ทางการวุฒิสภา,transliteration
Virtual Reality,เวอร์ชวลเรียลลิตี,คำทับศัพท์ทางการวุฒิสภา,transliteration
visa,วีซา,คำทับศัพท์ทางการวุฒิสภา,transliteration
Visa on Arrival,วีซาออนอาร์ไรวัล,คำทับศัพท์ทางการวุฒิสภา,transliteration
visa sanction,วีซาแซงก์ชัน,คำทับศัพท์ทางการวุฒิสภา,transliteration
Visa Schengen,วีซาเชงเกน,คำทับศัพท์ทางการวุฒิสภา,transliteration
visibility,วิซิบิลิตี,คำทับศัพท์ทางการวุฒิสภา,transliteration
volume,วอลูม,คำทับศัพท์ทางการวุฒิสภา,transliteration
Volvo,วอลโว,คำทับศัพท์ทางการวุฒิสภา,transliteration
vote,โหวต,คำทับศัพท์ทางการวุฒิสภา (พจนานุกรม),transliteration
vote mater,โหวตเมเตอร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
voter,โหวตเตอร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
waive,เวฟ,คำทับศัพท์ทางการวุฒิสภา,transliteration
walk-in,วอล์กอิน,คำทับศัพท์ทางการวุฒิสภา,transliteration
walking street,วอล์กกิงสตรีต,คำทับศัพท์ทางการวุฒิสภา,transliteration
wallet,วอลเล็ต,คำทับศัพท์ทางการวุฒิสภา,transliteration
ward,วอร์ด,คำทับศัพท์ทางการวุฒิสภา,transliteration
warm,วอร์ม,คำทับศัพท์ทางการวุฒิสภา,transliteration
warning,วอร์นนิง,คำทับศัพท์ทางการวุฒิสภา,transliteration
Warning,วอร์นิง,คำทับศัพท์ทางการวุฒิสภา,transliteration
warning system,วอร์นนิงซิสเต็ม,คำทับศัพท์ทางการวุฒิสภา,transliteration
war room,วอร์รูม,คำทับศัพท์ทางการวุฒิสภา,transliteration
Waseda,วาเซดะ,คำทับศัพท์ทางการวุฒิสภา,transliteration
Waterfront,วอเตอร์ฟรอนต์,คำทับศัพท์ทางการวุฒิสภา,transliteration
Web Application,เว็บแอปพลิเคชัน,คำทับศัพท์ทางการวุฒิสภา,transliteration
webinar,เวบินาร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
website,เว็บไซต์,คำทับศัพท์ทางการวุฒิสภา,transliteration
wellness,เวลล์เนสส์,คำทับศัพท์ทางการวุฒิสภา,transliteration
What does the evidence,วอตดาสดิเอวิเดนซ์,คำทับศัพท์ทางการวุฒิสภา,transliteration
wheelchair,วีลแชร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
wheeling charge,วีลลิงชาร์จ,คำทับศัพท์ทางการวุฒิสภา,transliteration
whip,วิป,คำทับศัพท์ทางการวุฒิสภา,transliteration
WHO,ดับเบิลยูเอชโอ,คำทับศัพท์ทางการวุฒิสภา,transliteration
Wholesale Bank,โฮลเซลแบงก์,คำทับศัพท์ทางการวุฒิสภา,transliteration
WiFi,วายฟาย,คำทับศัพท์ทางการวุฒิสภา,transliteration
Win Win,วินวิน,คำทับศัพท์ทางการวุฒิสภา,transliteration
Wireless,ไวร์เลส,คำทับศัพท์ทางการวุฒิสภา,transliteration
With great power comes great responsibility,วิทเกรตพาวเวอร์คัมส์เกรตเรสปอนซิบิลิตี,คำทับศัพท์ทางการวุฒิสภา,transliteration
